geo
"[40.74235, -73.99884]"
"[37.3167177, -79.9623534]"
"[33.5801103, -85.0766113]"
"[29.7629, -95.3832]"
"[37.9724525, -87.53207569]"
"[44.741, -93.1196]"
"[36.11344, -86.76236]"
"[40.8506, -73.8333]"
"[25.64538795, -100.35544056]"
"[38.8338816, -104.8213634]"
"[25.95762, -80.23856]"
"[40.721035, -73.999203]"
"[42.3600825, -71.0588801]"
"[42.8678693, -71.4948322]"
"[40.735565, -73.861243]"
"[42.35839, -83.0667]"
"[25.79097, -80.19447]"
"[42.34978462, -71.0816634]"
"[27.4417841, -82.6080051]"
"[36.06, -95.96228]"
"[34.145149, -118.143623]"
"[40.77343534, -73.95797224]"
"[40.7228897, -73.5906891]"
"[38.89003074, -77.00905323]"
"[35.5039, -97.7707]"
"[44.656195, -79.34534]"
"[40.3695, -80.0305]"
"[44.93, -123.04]"
"[37.62907719, -77.29311668]"
"[25.75913, -80.191955]"
"[40.70433708, -73.99238842]"
"[32.35245849, -86.29028863]"
"[41.99914, -87.68953]"
"[40.76359442, -73.97369401]"
"[37.78105078, -122.40258121]"
"[40.77374243, -73.95731021]"
"[40.71234533, -74.01297836]"
"[37.608, -77.4781]"
"[39.0590199, -94.58638]"
"[33.781293, -116.466948]"
"[34.9854275, -80.5495112]"
"[34.08383, -118.35066]"
"[45.1732394, -93.3030063]"
"[29.75154405, -95.36194528]"
"[46.8133, -100.779]"
"[33.96304565, -83.40082169]"
"[40.73266, -74.00371]"
"[34.084409, -118.344179]"
"[37.781157, -122.39872]"
"[45.44775, -73.28456]"
"[37.26825, -76.70069]"
"[40.72474, -73.99027]"
"[29.7604267, -95.3698028]"
"[40.42505104, -73.98220838]"
"[33.7489529, -84.5760122]"
"[38.901, -77.0158]"
"[28.55413, -81.40855]"
"[41.8817767, -87.6371461]"
"[30.32009984, -90.9761533]"
"[34.9671629, -81.940232]"
"[40.7142, -74.0064]"
"[45.52, -122.682]"
"[39.0043, -74.7995]"
"[44.0720921, -87.7608229]"
"[40.7660016, -73.9765709]"
"[32.8616601, -96.641474]"
"[40.5, -82.5]"
"[42.0560082, -80.086684]"
"[37.36154958, -122.12825557]"
"[42.0560082, -80.086684]"
"[43.18494059, -76.2336112]"
"[33.97493341, -117.56023263]"
"[43.66329, -79.34126]"
"[42.0803299, -71.01997]"
"[32.842726, -96.69937]"
"[40.705399, -73.927559]"
"[34.0508369, -118.263032]"
"[40.5792694, -74.5840683]"
"[47.6739881, -122.121512]"
"[40.15643708, -83.11806224]"
"[40.6595, -73.9548]"
"[35.732, -78.8529]"
"[45.4167, -75.7]"
"[34.1013939, -118.342741]"
"[40.7357425, -74.2484221]"
"[33.501896, -111.921471]"
"[29.6031, -95.6327]"
"[40.4313474, -80.0505398]"
"[34.68485364, -118.11953195]"
"[28.47447, -81.27174]"
"[40.7142, -74.0064]"
"[34.03582, -118.36614]"
"[29.6201278, -82.32840555]"
"[36.1061525, -115.1744604]"
"[41.2872781, -96.2880569]"
"[40.76365, -111.89033]"
"[40.49968847, -74.26849984]"
"[39.06144925, -76.70269167]"
"[40.739898, -73.818603]"
"[40.739898, -73.818603]"
"[41.3919, -81.7285]"
"[31.6870341, -106.4090095]"
"[40.74121052, -73.99263663]"
"[42.020931, -71.0089]"
"[40.61719261, -79.15618031]"
"[34.2232, -77.9121]"
"[40.7517306, -73.6741081]"
"[42.9, -85.82944444]"
"[41.2314, -85.3195]"
"[40.73421, -73.998944]"
"[28.4728, -81.4734]"
"[34.7768669, -79.4614944]"
"[41.37, -82.11]"
"[29.74005759, -95.46357311]"
"[40.73524042, -74.00063296]"
"[32.9944007, -96.9298866]"
"[38.88967829, -77.02164047]"
"[37.68569, -97.33577]"
"[33.60681, -117.87663]"
"[42.3186406, -88.9968999]"
"[29.71111111, -95.59638889]"
"[37.6615, -120.995]"
"[32.79512, -96.8161499]"
"[25.80859, -80.12393]"
"[33.8753, -117.566]"
"[24.3, -75.4167]"
"[35.9886, -78.9072]"
"[40.74208978, -73.98823897]"
"[25.8852233, -97.5029323]"
"[43.722, -79.388]"
"[40.7142, -74.0064]"
"[42.8385225, -85.8437969]"
"[30.45716737, -91.01138396]"
"[34.0405807, -118.2553787]"
"[40.7416, -73.9866]"
"[35.4622, -97.3843]"
"[38.949768, -119.959021]"
"[31.0, -92.0]"
"[41.364507, -72.10141]"
"[41.364507, -72.10141]"
"[37.53412231, -77.43192047]"
"[39.9452, -75.1414]"
"[34.0522, -118.243]"
"[40.7228897, -73.5906891]"
"[41.94361752, -87.64961301]"
"[37.13775342, -80.55073718]"
"[33.77237, -84.36609]"
"[29.9582, -90.1611]"
"[37.86, -122.49]"
"[37.3175, -122.042]"
"[30.19813972, -97.9896557]"
"[40.77031809, -73.9881957]"
"[40.2312, -75.1158]"
"[34.0522, -118.243]"
"[34.0522, -118.243]"
"[33.5689294, -112.0710274]"
"[34.08115357, -118.41395706]"
"[39.7348056, -121.8590075]"
"[40.71156452, -74.01124562]"
"[37.57436, -121.8852]"
"[45.47441, -75.6963]"
"[45.1014, -93.3474]"
"[44.6393, -123.094]"
"[38.90774675, -77.27069353]"
"[40.675036, -111.90503406]"
"[42.4357, -82.8983]"
"[25.95735013, -80.23753166]"
"[38.89003377, -77.0137395]"
"[26.9857148, -102.0707933]"
"[37.5383, -77.4615]"
"[33.9473, -84.226738]"
"[35.625556, -78.328611]"
"[25.7688964, -100.27857912]"
"[26.3683064, -80.1289321]"
"[43.67152205, -79.38179854]"
"[29.648549, -95.5663973]"
"[43.746189, -79.526289]"
"[28.3844, -81.5016]"
"[40.4313474, -80.0505398]"
"[45.551812, -122.577314]"
"[39.24222222, -121.05444444]"
"[47.74482826, -121.09025717]"
"[34.03182083, -118.23909044]"
"[25.79253861, -80.14929555]"
"[33.5647, -101.878]"
"[34.4509966, -85.7136516]"
"[40.82166667, -73.98777778]"
"[34.07782, -117.55573]"
"[37.47361111, -84.51194444]"
"[41.925, -74.0]"
"[41.06663326, -119.00011414]"
"[39.09096, -94.58052]"
"[43.0542058, -88.2169027]"
"[41.8776546, -87.6386167]"
"[43.6785, -79.3472]"
"[25.95762, -80.23856]"
"[29.7506624, -98.7047606]"
"[28.161696, -80.667219]"
"[34.0522342, -118.2436849]"
"[39.5753791, -76.9958149]"
"[38.97351, -92.3717]"
"[41.09577, -73.44974]"
"[30.262294, -81.4689738]"
"[45.5, -73.5833]"
"[39.6468, -104.992]"
"[41.97782, -87.66799]"
"[39.7348056, -121.8590075]"
"[33.80771, -117.87647]"
"[36.1809, -86.786]"
"[42.53699, -92.44521]"
"[29.5685, -95.0226]"
"[27.7706, -82.6794]"
"[25.7824869, -80.2820667]"
"[32.87994, -117.16208]"
"[39.66991638, -105.1134238]"
"[28.13333333, -81.63166667]"
"[25.95735013, -80.23753166]"
"[41.54103184, -84.30298263]"
"[41.655423, -87.55365]"
"[37.4192, -122.0574]"
"[32.5007037, -94.7404891]"
"[34.0522342, -118.2436849]"
"[29.9689, -95.6969]"
"[43.7166, -79.3407]"
"[29.4241219, -98.4936282]"
"[33.46581, -112.0381]"
"[38.75808, -121.2617]"
"[42.38733463, -72.52893025]"
"[39.9253, -82.91756]"
"[40.735779, -73.861201]"
"[33.0721836, -97.0625636]"
"[28.5972, -81.9248]"
"[40.7142, -74.0064]"
"[39.0488586, -94.4840469]"
"[39.94964, -75.14509]"
"[42.374444, -83.081389]"
"[40.3306198, -73.9807892]"
"[40.739898, -73.818603]"
"[38.9911135, -95.2613443]"
"[40.739898, -73.818603]"
"[41.364507, -72.10141]"
"[38.93886162, -94.37244114]"
"[40.70024353, -73.9411211]"
"[34.09799334, -118.33866453]"
"[25.80859, -80.12393]"
"[29.8370674, -81.27594144]"
"[40.76465284, -73.97122874]"
"[40.74900325, -73.98559478]"
"[38.93, -83.87]"
"[43.47863562, -79.71724884]"
"[42.35537405, -71.06291848]"
"[43.7166, -79.3407]"
"[25.69469385, -100.38009978]"
"[34.0522, -118.243]"
"[42.31547, -71.11407]"
"[39.9583587, -75.1953934]"
"[43.95, -81.5167]"
"[39.653087, -79.957578]"
"[45.5, -73.5833]"
"[33.98717499, -118.47502476]"
"[38.92447447, -77.02101994]"
"[32.83949164, -96.99190736]"
"[33.68171107, -111.96819305]"
"[40.2588, -80.1645]"
"[36.06800802, -115.17691724]"
"[34.0522, -118.243]"
"[34.11722, -118.26223]"
"[34.08658907, -117.4998929]"
"[42.38733463, -72.52893025]"
"[45.5624695, -122.6746674]"
"[34.0476201, -118.24978313]"
"[42.36005964, -71.05060995]"
"[40.735776, -73.861304]"
"[33.0, -83.5]"
"[37.62883424, -77.29318801]"
"[37.79466981, -122.39924693]"
"[40.4525, -74.4766]"
"[42.3578, -71.0617]"
"[39.20567, -94.5735]"
"[34.0317612, -84.527359]"
"[41.47290307, -71.96062051]"
"[38.91921, -76.97445]"
"[34.2357474, -118.5348013]"
"[33.4760715, -86.7967213]"
"[32.856879, -96.647813]"
"[39.1068, -94.6765]"
"[47.19312, -122.48326]"
"[36.175, -115.136]"
"[33.65058483, -117.74371184]"
"[47.035964, -122.904799]"
"[26.055, -80.1531]"
"[42.9869502, -81.243177]"
"[40.74128, -74.00491]"
"[41.62374255, -73.39728934]"
"[33.2083, -97.1539]"
"[28.75, -111.917]"
"[32.7119326, -117.1604126]"
"[33.7489, -84.3881]"
"[32.893451, -97.2619317]"
"[40.26433, -76.883521]"
"[44.309058, -78.319747]"
"[37.78576412, -122.40641688]"
"[34.05638889, -118.24861111]"
"[41.7, -71.5]"
"[41.97401298, -87.65519644]"
"[42.38733463, -72.52893025]"
"[36.83619, -119.77224]"
"[47.035964, -122.904799]"
"[33.80834543, -117.87807521]"
"[44.4333, -80.5208]"
"[33.421608, -112.27154]"
"[30.28616288, -97.73117336]"
"[33.90382, -117.4747]"
"[25.8433674, -80.4326521]"
"[37.6390972, -120.9968782]"
"[42.3656586, -71.01854617]"
"[39.9759825, -76.6730582]"
"[42.2283, -88.0553]"
"[30.438086, -84.282196]"
"[38.85503609, -76.90091913]"
"[39.734798, -121.859012]"
"[32.81802, -96.80304]"
"[38.87, -76.98]"
"[32.45713, -110.96612]"
"[42.5750009, -70.932122]"
"[40.8506, -73.8333]"
"[35.1624, -101.848]"
"[37.8010267, -122.2749552]"
"[43.7191, -121.528]"
"[35.22694444, -80.84333333]"
"[34.09823, -118.36447]"
"[47.035964, -122.904799]"
"[33.5093332, -86.802574]"
"[32.48750966, -99.69397796]"
"[37.7353, -122.3732]"
"[41.6611, -91.5544]"
"[34.148902, -118.0011572]"
"[33.80783301, -117.87657116]"
"[39.419836, -76.615146]"
"[40.7142, -74.0064]"
"[37.781157, -122.39872]"
"[30.07360453, -95.46487952]"
"[25.9330568, -80.16242981]"
"[40.7657, -73.98124]"
"[37.8338172, -122.2608438]"
"[40.422349, -74.215555]"
"[40.422349, -74.215555]"
"[32.81875504, -97.34215058]"
"[40.42505104, -73.98220838]"
"[45.61433176, -122.50613392]"
"[33.20421566, -87.53475541]"
"[33.84, -83.44]"
"[47.0, -110.0]"
"[30.2672, -97.7639]"
"[39.2331, -74.8102]"
"[40.75961528, -73.99176727]"
"[40.69287, -73.75887]"
"[40.85757733, -74.85062599]"
"[40.712775, -74.005973]"
"[39.4864, -106.044]"
"[37.57436, -121.8852]"
"[32.7153, -117.156]"
"[38.2309, -85.7166]"
"[39.20144988, -84.36633361]"
"[41.29387, -82.22194]"
"[29.65162, -82.32517]"
"[47.63287, -122.32253]"
"[35.05835, -78.97199]"
"[33.8943, -118.09917]"
"[39.7392358, -104.990251]"
"[43.661471, -70.2553259]"
"[33.75992, -84.38715]"
"[37.75716, -122.39986]"
"[32.4681, -93.9211]"
"[43.65224289, -79.38308277]"
"[42.67, -83.39]"
"[33.63000167, -112.37584021]"
"[37.6469, -85.52851]"
"[36.84517, -75.97382]"
"[40.72628, -73.98158]"
"[44.6333, -80.95]"
"[32.893451, -97.2619317]"
"[41.5002889, -81.5366428]"
"[42.35172, -71.12425]"
"[39.76666667, -84.2]"
"[47.5718, -122.308]"
"[33.42835, -112.51682]"
"[38.94313485, -94.37670241]"
"[33.19526, -117.35517]"
"[35.7466, -95.368]"
"[30.1774, -95.5038]"
"[40.85044357, -75.21355846]"
"[25.80859, -80.12393]"
"[29.82940311, -95.44534845]"
"[26.0931779, -98.2783214]"
"[41.6840669, -72.7101416]"
"[42.34194, -83.0548]"
"[42.59141, -88.43669]"
"[32.6953, -79.8836]"
"[25.804, -80.199]"
"[32.7833, -96.8]"
"[38.62371, -90.19503]"
"[34.07897374, -84.06064637]"
"[37.59, -122.03]"
"[41.10274, -73.91857]"
"[38.8991, -77.029]"
"[38.3048, -122.299]"
"[36.15223123, -86.77006389]"
"[41.6591, -80.1373]"
"[33.97470911, -117.55644356]"
"[38.9071923, -77.0368707]"
"[29.7604267, -95.3698028]"
"[34.09762, -118.34993]"
"[43.3315, -79.8029]"
"[30.2672, -97.7639]"
"[33.5016667, -116.5305]"
"[33.5016667, -116.5305]"
"[45.54217426, -73.56357889]"
"[36.0764, -94.1609]"
"[38.87326708, -77.00149198]"
"[32.71472, -117.014]"
"[38.60625, -121.5077]"
"[38.8991, -77.029]"
"[45.563175, -122.680836]"
"[32.33431531, -117.05308438]"
"[38.8991, -77.029]"
"[40.43974696, -79.98965723]"
"[45.52923, -122.570769]"
"[41.4966, -81.6882]"
"[45.516359, -122.65485]"
"[38.8991, -77.029]"
"[38.60625, -121.5077]"
"[45.491151, -122.575381]"
"[34.11722, -118.26223]"
"[38.8991, -77.029]"
"[41.8369, -87.6844]"
"[38.8991, -77.029]"
"[34.14997232, -83.81455045]"
"[38.9108, -94.379]"
"[39.11, -94.63]"
"[28.372887, -81.51434261]"
"[29.7629, -95.3832]"
"[38.60625, -121.5077]"
"[44.34, -85.58]"
"[43.0191, -88.1061]"
"[40.3499, -75.9795]"
"[35.4478, -105.928081]"
"[43.45217, -80.49711]"
"[33.47805556, -111.23888889]"
"[40.7, -73.9056]"
"[40.7322535, -73.9874105]"
"[34.2694474, -118.781482]"
"[41.8781136, -87.6297982]"
"[40.7063408, -73.9210892]"
"[39.976111, -75.186667]"
"[30.636074, -97.677143]"
"[39.734798, -121.859012]"
"[45.5379745, -73.4984127]"
"[45.5379745, -73.4984127]"
"[40.7142, -74.0064]"
"[33.5994, -117.106]"
"[43.8667, -79.2667]"
"[40.08169172, -74.05345034]"
"[25.7780444, -80.1309955]"
"[40.735816, -73.861304]"
"[43.1189, -79.2733]"
"[42.55, -83.52]"
"[37.7844378, -122.40747888]"
"[25.83661046, -80.26006222]"
"[28.40440678, -81.57966543]"
"[32.300592, -90.1791343]"
"[43.65264, -79.41292]"
"[34.0522, -118.243]"
"[38.25697052, -85.75393124]"
"[35.0853336, -106.6055534]"
"[40.88416764, -73.90087187]"
"[25.66997701, -100.33599417]"
"[33.6814, -117.345]"
"[37.38304693, -121.89467188]"
"[44.2333, -76.4833]"
"[37.26825, -76.70069]"
"[40.7428702, -74.38959035]"
"[38.89816034, -77.02109447]"
"[39.998, -75.1448]"
"[35.46571591, -97.5169643]"
"[29.95711675, -90.0649747]"
"[47.61485678, -122.34659712]"
"[36.80807, -119.81941]"
"[29.7629, -95.3832]"
"[30.0564, -94.8955]"
"[43.8056525, -70.8071992]"
"[40.50016736, -74.34742841]"
"[36.17369, -115.1378]"
"[36.86177376, -76.17413273]"
"[35.09636, -89.86002]"
"[37.28842814, -75.92613528]"
"[37.39450337, -122.07877754]"
"[39.734798, -121.859012]"
"[34.02312, -118.3941]"
"[41.6, -87.9381]"
"[38.8991, -77.029]"
"[28.5335, -81.3758]"
"[30.63349944, -97.697272]"
"[37.56891, -122.32785]"
"[38.58138889, -122.58277778]"
"[45.5, -73.5833]"
"[35.1992, -111.631]"
"[31.87749, -102.3906499]"
"[27.27334204, -80.43983644]"
"[41.9411, -72.7278]"
"[36.16994067, -115.14500758]"
"[26.115726, -80.3210464]"
"[32.74344, -117.200412]"
"[40.74042897, -74.3830276]"
"[42.275973, -88.400195]"
"[38.882584, -77.1124701]"
"[38.0564679, -83.9432556]"
"[40.8298688, -96.7012424]"
"[33.5881628, -101.8921657]"
"[33.8469812, -117.9541894]"
"[42.5092339, -83.2219237]"
"[40.5792694, -74.5840683]"
"[40.7142, -74.0064]"
"[33.27891254, -111.70813297]"
"[32.79782778, -117.24031389]"
"[40.7535, -86.3605]"
"[38.89816034, -77.02109447]"
"[33.4479, -84.4618]"
"[34.25288488, -85.16305581]"
"[37.78457, -122.4071]"
"[29.56420162, -98.33145094]"
"[38.46336, -121.49061]"
"[35.6709727, -80.4742261]"
"[42.052029, -88.26806]"
"[34.41, -103.21]"
"[43.7166, -79.3407]"
"[33.52833333, -112.07638889]"
"[38.9794, -76.49]"
"[34.95979071, -81.93380527]"
"[33.52127278, -86.78251985]"
"[32.74868764, -97.36476079]"
"[35.71527778, -79.81305556]"
"[25.78500428, -80.1935263]"
"[34.21532311, -119.00571572]"
"[25.7282, -80.271]"
"[42.36657, -71.09019]"
"[40.7652665, -73.91397471]"
"[29.8421551, -97.9737673]"
"[40.7, -73.593]"
"[40.5592, -105.078]"
"[42.7712097, -73.7559204]"
"[44.7642149, -85.6195352]"
"[42.5972, -87.8207]"
"[29.63585686, -95.60387281]"
"[34.18132364, -85.75121988]"
"[33.8753, -117.566]"
"[47.610377, -122.2006786]"
"[37.7749295, -122.4194155]"
"[37.8393332, -84.2700179]"
"[25.703716, -100.231374]"
"[36.10022, -115.0816]"
"[36.1754, -115.06]"
"[38.9585788, -94.5996941]"
"[47.7543179, -117.41496926]"
"[39.0488586, -94.4840469]"
"[40.73971215, -74.38609139]"
"[37.59, -77.56]"
"[38.9108, -94.379]"
"[34.00472, -118.43]"
"[40.4058, -74.9779]"
"[41.5287, -87.2674]"
"[34.13723021, -117.98606962]"
"[38.8803, -77.1083]"
"[25.7671674, -80.1930873]"
"[35.48847409, -97.52500133]"
"[33.7458337, -84.4038224]"
"[29.7606053, -95.3673244]"
"[28.5335, -81.3758]"
"[36.1626638, -86.7816016]"
"[40.721248, -74.00992]"
"[43.6541, -70.2544]"
"[34.28400143, -118.71819314]"
"[39.30590852, -76.62826605]"
"[33.7510368, -84.3899913]"
"[32.94014796, -96.6220601]"
"[40.75166, -73.97698]"
"[35.58444444, -80.82027778]"
"[35.932472, -86.541088]"
"[29.74404, -95.36461]"
"[38.32, -122.64]"
"[38.59614448, -109.57136442]"
"[29.7629, -95.3832]"
"[38.850857, -77.343641]"
"[40.7142, -74.0064]"
"[47.61, -122.33]"
"[37.78259521, -122.40316998]"
"[41.186322, -85.097339]"
"[39.16, -75.52]"
"[25.758, -80.193]"
"[34.46096, -83.00915]"
"[32.8676885, -117.231049]"
"[40.713723, -74.14125]"
"[40.713723, -74.14125]"
"[35.91431713, -83.89580284]"
"[33.97381769, -117.55462289]"
"[45.522122, -122.672857]"
"[45.522122, -122.672857]"
"[25.70367615, -100.23143571]"
"[45.522122, -122.672857]"
"[40.81788581, -73.94152203]"
"[41.939804, -87.680947]"
"[43.0191, -88.1061]"
"[37.6689, -122.081]"
"[41.8369, -87.6844]"
"[40.75519444, -73.94533333]"
"[42.31547, -71.11407]"
"[41.898758, -87.625148]"
"[41.8369, -87.6844]"
"[41.45087307, -84.2982865]"
"[30.097928, -95.614272]"
"[40.735915, -73.86127]"
"[37.78431473, -122.40622329]"
"[44.978266, -93.276081]"
"[36.507195, -121.435075]"
"[34.0522, -118.243]"
"[44.9888, -93.2549]"
"[43.6009, -84.7749]"
"[33.83781094, -84.31031911]"
"[44.977988, -93.275533]"
"[44.977988, -93.275533]"
"[44.977988, -93.275533]"
"[34.11722, -118.26223]"
"[29.7604267, -95.3698028]"
"[37.51464, -121.9396]"
"[32.7833, -96.8]"
"[32.64, -117.08]"
"[36.25782, -115.0799]"
"[28.36678306, -81.56039602]"
"[36.06372, -115.0317]"
"[29.7629, -95.3832]"
"[44.840798, -93.2982799]"
"[33.809466, -117.918916]"
"[40.22, -74.00094]"
"[40.14213378, -74.0248564]"
"[45.52968253, -122.69641881]"
"[40.79795556, -73.94004722]"
"[47.1623, -122.028]"
"[35.22598, -80.84412]"
"[47.68047377, -122.32828584]"
"[41.94983509, -87.65879074]"
"[45.85967047, -72.57767343]"
"[41.43160612, -74.16813972]"
"[36.1809, -86.786]"
"[36.22594, -86.74184]"
"[37.6915578, -122.1523541]"
"[34.4208305, -119.6981901]"
"[34.28426456, -118.71840998]"
"[40.75841, -73.9856]"
"[37.7851513, -122.4058319]"
"[41.6611, -91.5544]"
"[37.37713157, -77.5076437]"
"[34.18619705, -118.59691724]"
"[31.11437938, -97.4376405]"
"[33.837186, -116.614155]"
"[40.7281575, -74.0776417]"
"[30.27259623, -97.76001692]"
"[34.4044113, -118.5706019]"
"[32.81, -96.96]"
"[43.6551567, -79.41443993]"
"[32.73134199, -117.15011325]"
"[30.6334811, -97.69633324]"
"[47.62307019, -122.35359897]"
"[36.945, -76.3133]"
"[39.70034677, -75.55702327]"
"[33.81224332, -117.9188776]"
"[40.8324, -74.21211]"
"[26.124354, -80.249503]"
"[47.432251, -121.803388]"
"[33.456, -117.107]"
"[25.540505, -103.460398]"
"[47.68117262, -122.32938572]"
"[45.612793, -122.678218]"
"[38.64047, -90.23492]"
"[33.20864538, -97.1542426]"
"[36.61, -121.9]"
"[40.7228897, -73.5906891]"
"[34.12334, -118.25479]"
"[39.3802281, -84.5492561]"
"[39.37310842, -76.72131208]"
"[43.65895078, -70.24620072]"
"[34.1013939, -118.342741]"
"[33.9465, -118.401]"
"[38.9059849, -77.0334179]"
"[37.26825, -76.70069]"
"[37.775, -122.418]"
"[39.86185562, -75.3561916]"
"[34.1071396, -117.8491364]"
"[26.40403, -80.11017]"
"[34.0684013, -118.4067383]"
"[36.79, -121.32]"
"[25.6579952, -100.2967453]"
"[40.68327, -73.97618]"
"[33.501896, -111.921471]"
"[41.87321733, -87.62448969]"
"[25.9843, -80.1773]"
"[38.8951, -77.0367]"
"[33.79378286, -118.28185518]"
"[40.7506734, -73.9923478]"
"[29.7377491, -95.5766373]"
"[26.81299467, -80.06671471]"
"[32.7833, -96.8]"
"[38.6722, -77.0181]"
"[33.9668198, -83.3655624]"
"[25.7780444, -80.1309955]"
"[40.76359167, -73.98283333]"
"[33.63865826, -112.35039309]"
"[41.7263305, -86.2857467]"
"[43.6775, -72.7803]"
"[40.75940327, -73.98208692]"
"[28.37422502, -81.55061614]"
"[39.1041725, -94.5998517]"
"[35.95252534, -86.81481621]"
"[37.3813444, -122.1802812]"
"[39.65030826, -86.13740435]"
"[38.93653157, -76.9904736]"
"[34.9671629, -81.940232]"
"[40.7596424, -73.9783362]"
"[33.81224332, -117.9188776]"
"[39.0, -76.7]"
"[40.7142, -74.0064]"
"[27.9709, -82.4646]"
"[33.4931, -111.926]"
"[38.2198423, -85.7627963]"
"[41.8425, -87.7899]"
"[38.7651145, -76.8983059]"
"[43.58, -84.25]"
"[30.6743643, -96.3699632]"
"[25.7503193, -80.2488192]"
"[41.8781136, -87.6297982]"
"[33.4639, -86.7319]"
"[30.52273, -87.8998]"
"[34.13767425, -118.35439145]"
"[40.69705556, -73.99644444]"
"[40.80825541, -73.94514424]"
"[40.75, -73.866667]"
"[34.0522, -118.243]"
"[29.9728, -90.059]"
"[33.53779, -112.02678]"
"[29.51521654, -98.48241641]"
"[39.67768091, -75.75386524]"
"[30.37695, -97.67558]"
"[30.42436, -97.67143]"
"[45.49284, -122.6735]"
"[37.5, -79.0]"
"[34.0923679, -118.3805872]"
"[34.0402214, -118.2545227]"
"[38.929948, -77.055024]"
"[42.31547, -71.11407]"
"[34.09779, -118.36872]"
"[25.7877, -80.2241]"
"[43.7166, -79.3407]"
"[42.1023, -76.0877]"
"[39.08326152, -78.20007758]"
"[40.99185203, -73.82267475]"
"[33.5248, -86.8127]"
"[39.0148347, -94.7162542]"
"[25.69842393, -100.23197566]"
"[41.5167, -71.3833]"
"[43.061575, -89.5048592]"
"[36.6459919, -93.2660236]"
"[45.6366228, -89.4120753]"
"[43.6006, -84.0751]"
"[38.74006894, -77.06102889]"
"[33.4887531, -112.3450376]"
"[41.471546, -90.451517]"
"[25.95735013, -80.23753166]"
