geo
"[39.36297, -74.427566]"
"[41.0764734, -73.8585534]"
"[35.9572263, -86.8136099]"
"[43.0, -75.0]"
"[33.7489954, -84.3879824]"
"[45.0335, -93.3155]"
"[25.95762, -80.23856]"
"[41.744, -124.203]"
"[39.99597786, -82.99641072]"
"[29.73488, -95.39009]"
"[34.05727496, -118.41789722]"
"[42.3307, -71.1336]"
"[40.77999228, -73.77720317]"
"[43.653226, -79.3831843]"
"[41.259207, -95.933872]"
"[29.12316702, -110.95167875]"
"[40.8409329, -74.3018154]"
"[36.175, -115.136]"
"[39.74649, -104.99843]"
"[47.61233956, -122.31966766]"
"[30.23077256, -97.81878744]"
"[25.67618472, -100.28854103]"
"[34.00681131, -118.21995892]"
"[34.0522, -118.243]"
"[45.5238, -122.943]"
"[38.75577314, -90.22755586]"
"[30.2955093, -97.7417374]"
"[42.492, -83.023889]"
"[43.64672, -79.40327]"
"[37.775, -122.418]"
"[40.68327, -73.97618]"
"[34.0522342, -118.2436849]"
"[47.5051, -111.3]"
"[34.1336186, -117.9075627]"
"[42.4, -82.1833]"
"[41.18463034, -85.15900507]"
"[33.19521703, -97.09362866]"
"[39.8664, -75.0947]"
"[34.04385967, -118.25406935]"
"[43.65894, -79.35041]"
"[40.7660016, -73.9765709]"
"[35.343135, -97.534304]"
"[25.7877, -80.2241]"
"[34.1176605, -118.3520389]"
"[38.3495, -81.6333]"
"[30.4789, -90.1042]"
"[29.9565, -90.1861]"
"[42.874919, -82.158955]"
"[38.9822282, -94.6707917]"
"[45.563168, -122.587795]"
"[36.03, -95.74]"
"[37.781157, -122.39872]"
"[34.01738, -118.29194]"
"[32.82081, -96.88818]"
"[40.73518967, -73.87454331]"
"[34.14326934, -118.14140674]"
"[35.87429313, -78.79002905]"
"[41.9781, -91.759]"
"[28.49335, -81.43358]"
"[39.79629, -86.0644]"
"[40.9610752, -73.0726805]"
"[33.82106472, -116.54660009]"
"[34.0879, -118.372]"
"[34.00465835, -118.15084824]"
"[39.6435252, -106.3822692]"
"[28.46728285, -81.29260634]"
"[38.6674, -90.4426]"
"[29.56751166, -98.62018559]"
"[37.6878, -77.5754]"
"[39.774231, -86.1650391]"
"[25.69175379, -80.28813522]"
"[39.7909, -86.1477]"
"[40.7142, -74.0064]"
"[25.6667, -100.3]"
"[35.1174, -89.9711]"
"[37.75046844, -122.20268114]"
"[34.24138889, -116.90333333]"
"[38.88483634, -77.01733589]"
"[36.15, -95.99]"
"[35.34744285, -97.47590652]"
"[25.7174548, -100.2618618]"
"[32.6782, -115.498]"
"[28.3472249, -81.6175192]"
"[34.2694474, -118.781482]"
"[40.4313474, -80.0505398]"
"[39.125, -84.47777778]"
"[32.6921, -114.615]"
"[39.7909, -86.1477]"
"[40.7142, -74.0064]"
"[32.98907961, -96.80123783]"
"[36.9092712, -76.258461]"
"[36.10639291, -115.17413628]"
"[40.7779, -73.9675]"
"[35.5799, -82.5558]"
"[25.77813, -80.13143]"
"[37.8718, -122.275]"
"[33.84632294, -118.31028449]"
"[33.77426, -84.29575]"
"[34.0304, -118.779]"
"[28.0341847, -82.6650992]"
"[35.3732921, -119.0187125]"
"[35.3732921, -119.0187125]"
"[43.5926, -70.3336]"
"[40.838594, -73.91393]"
"[40.676948, -73.900398]"
"[40.676948, -73.900398]"
"[40.676948, -73.900398]"
"[40.838594, -73.91393]"
"[40.650279, -73.974434]"
"[40.836483, -73.93949]"
"[40.838594, -73.91393]"
"[27.3364347, -82.5306527]"
"[40.836483, -73.93949]"
"[40.731675, -74.000953]"
"[32.78643, -96.81992]"
"[40.836483, -73.93949]"
"[40.650279, -73.974434]"
"[40.650279, -73.974434]"
"[40.731675, -74.000953]"
"[44.04499824, -123.0657649]"
"[40.731675, -74.000953]"
"[41.07636889, -73.85839842]"
"[29.424167, -98.494167]"
"[41.8369, -87.6844]"
"[28.9880152, -110.971099]"
"[25.6908, -80.4225]"
"[25.5901794, -100.259613]"
"[40.76404286, -73.97322916]"
"[47.6132599, -122.34381]"
"[29.56751166, -98.62018559]"
"[29.947932, -90.067498]"
"[32.0289398, -81.1101603]"
"[40.7142, -74.0064]"
"[33.20423751, -87.5345837]"
"[41.70981, -72.57854]"
"[36.8345, -76.0872]"
"[33.82413998, -116.53866429]"
"[38.3636, -122.714]"
"[42.3392399, -71.0995499]"
"[36.6437956, -93.21486462]"
"[42.357022, -71.1446841]"
"[39.94732, -75.18748]"
"[36.3955891, -97.8783911]"
"[32.75968, -117.1883]"
"[25.7328142, -80.339225]"
"[40.76034, -73.9947399]"
"[39.13333333, -84.5]"
"[43.04315346, -87.91460728]"
"[47.6130638, -122.3186417]"
"[30.27182773, -97.75407002]"
"[47.77507293, -122.20262209]"
"[33.77506824, -84.30427312]"
"[39.1041725, -94.5998517]"
"[34.9671629, -81.940232]"
"[37.93447717, -122.36159819]"
"[37.93447717, -122.36159819]"
"[34.14859459, -117.63159878]"
"[34.9495672, -81.9320482]"
"[47.61803606, -122.3304545]"
"[33.7497, -84.3664]"
"[39.9534, -75.3121]"
"[39.952, -75.164]"
"[40.72685, -73.99303]"
"[25.72280556, -100.31205556]"
"[40.7142, -74.0064]"
"[37.79829, -122.40504]"
"[45.4235, -75.6979]"
"[43.64479, -79.39945]"
"[33.9213, -118.406]"
"[41.78006168, -72.98817615]"
"[32.89885618, -97.03919988]"
"[34.1206564, -84.0043513]"
"[42.96390993, -82.3526801]"
"[41.8781136, -87.6297982]"
"[42.1596, -72.48]"
"[40.74208978, -73.98823897]"
"[40.44375164, -80.14528678]"
"[45.57, -94.2]"
"[41.17890789, -81.45662409]"
"[29.875016, -92.218675]"
"[34.0522, -118.243]"
"[35.625556, -78.328611]"
"[28.46886, -81.47139]"
"[40.4313474, -80.0505398]"
"[39.24222222, -121.05444444]"
"[34.02755, -118.50133]"
"[37.47361111, -84.51194444]"
"[37.75775233, -122.2513952]"
"[43.016715, -88.052843]"
"[31.04850696, -81.41096141]"
"[40.72257, -73.80777]"
"[38.85098, -76.06067]"
"[33.615749, -84.472801]"
"[32.83771, -117.1521]"
"[40.80861111, -74.02027778]"
"[42.6657, -83.1581]"
"[35.7466, -95.368]"
"[28.552522, -81.544867]"
"[34.7, -118.14]"
"[34.13509295, -118.05167795]"
"[27.21057074, -107.91553739]"
"[40.7142, -74.0064]"
"[35.10558098, -80.99410973]"
"[40.73118221, -74.00143514]"
"[28.5476, -81.7495]"
"[36.00089805, -78.93944884]"
"[35.1196, -89.936894]"
"[33.67162079, -84.49662724]"
"[39.6074, -106.0551]"
"[41.5723305, -81.5149002]"
"[34.0522, -118.243]"
"[37.75365401, -121.37275972]"
"[32.98341, -96.85097]"
"[42.96390993, -82.3526801]"
"[33.9570558, -118.0998301]"
"[40.703253, -73.98959398]"
"[28.3673, -81.5559]"
"[30.267153, -97.7430608]"
"[38.74022911, -77.06099255]"
"[40.721417, -73.844139]"
"[40.721417, -73.844139]"
"[32.89885618, -97.03919988]"
"[35.52501013, -97.54371124]"
"[33.851374, -84.357948]"
"[33.8018018, -117.91320829]"
"[36.0712466, -79.5644686]"
"[29.744453, -95.364563]"
"[40.59786, -73.76231]"
"[39.0042, -77.019]"
"[40.1, -83.13]"
"[36.89, -76.38]"
"[36.08142882, -115.1473115]"
"[39.4429299, -76.8105]"
"[27.7706, -82.6794]"
"[38.0297, -84.4947]"
"[27.9709, -82.4646]"
"[27.80746977, -82.65861779]"
"[40.0002799, -75.22793]"
"[40.64366067, -73.78221095]"
"[29.744499, -95.364614]"
"[37.6615, -120.995]"
"[33.7489, -84.3881]"
"[34.09444444, -118.2675]"
"[36.8345, -76.0872]"
"[25.77778, -80.20499]"
"[39.75, -84.29]"
"[34.045006, -118.44527]"
"[39.96406701, -75.238265]"
"[32.87797886, -96.94347117]"
"[40.7779, -73.9675]"
"[38.93085999, -76.9670055]"
"[29.6795207, -95.2314663]"
"[29.744499, -95.364614]"
"[32.38, -86.3]"
"[47.60809, -122.33899]"
"[35.139118, -80.976305]"
"[45.46521749, -98.48391294]"
"[29.744452, -95.3646]"
"[25.813, -80.1341]"
"[40.3553, -80.0497]"
"[40.7207559, -74.0007613]"
"[37.78252331, -122.41039217]"
"[37.6878, -77.5754]"
"[34.89238963, -117.01697565]"
"[25.55218, -80.39499]"
"[41.1626, -73.8616]"
"[34.9658, -89.838]"
"[40.5, -82.5]"
"[29.744477, -95.364594]"
"[41.8530949, -87.6220317]"
"[33.86613, -84.30899]"
"[36.12083333, -115.17222222]"
"[45.48920594, -122.80052893]"
"[34.07327, -118.07413]"
"[40.7142, -74.0064]"
"[47.61, -122.33]"
"[38.43483099, -78.87221487]"
"[33.48872, -112.345033]"
"[39.9592319, -75.150062]"
"[32.2540946, -110.8850949]"
"[47.60723, -122.3361]"
"[30.0385251, -95.6062428]"
"[43.2207099, -78.38655]"
"[45.53498, -122.623158]"
"[36.160244, -86.762123]"
"[29.72014208, -95.35982402]"
"[32.89885618, -97.03919988]"
"[36.160244, -86.762123]"
"[44.0211, -84.8005]"
"[35.68755517, -105.93688647]"
"[38.3008402, -122.26958037]"
"[33.628747, -79.021409]"
"[39.18916107, -76.84106324]"
"[43.7166, -79.3407]"
"[30.0732498, -95.4940338]"
"[27.066, -82.172]"
"[44.1, -77.5833]"
"[40.7207559, -74.0007613]"
"[38.90358728, -77.03135287]"
"[34.0522, -118.243]"
"[44.6679355, -90.18504588]"
"[40.7142, -74.0064]"
"[40.78567, -111.91141]"
"[34.09, -117.96]"
"[37.49997, -122.1274]"
"[40.15643708, -83.11806224]"
"[33.7042, -78.8755]"
"[40.72628, -73.98158]"
"[40.76141128, -73.99867637]"
"[42.87115, -70.86049]"
"[43.7983, -79.3183]"
"[42.088611, -71.401389]"
"[38.31172, -88.94681]"
"[38.9729, -76.5012]"
"[32.0835407, -81.0998342]"
"[40.7302874, -74.0004383]"
"[34.0522, -118.243]"
"[41.9186212, -87.6360064]"
"[32.96578446, -117.03471131]"
"[38.89622677, -77.02322602]"
"[40.7277, -74.0001599]"
"[40.7974, -96.69602]"
"[34.10272, -118.32715]"
"[33.597327, -84.497447]"
"[25.670114, -100.309682]"
"[26.06397418, -80.26067886]"
"[33.98744081, -111.86598577]"
"[29.75154405, -95.36194528]"
"[33.50964, -86.79517]"
"[37.781157, -122.39872]"
"[28.47361373, -81.46754231]"
"[39.24104259, -120.14006586]"
"[33.42417778, -111.94060654]"
"[40.2358784, -74.9463431]"
"[43.61, -116.19]"
"[42.5247941, -71.1030317]"
"[30.4192835, -91.1435533]"
"[46.8119162, -71.20329526]"
"[36.8345, -76.0872]"
"[32.0289398, -81.1101603]"
"[41.84758872, -70.77323422]"
"[38.60025, -90.4136329]"
"[39.73570965, -75.55335715]"
"[33.80696594, -117.91930676]"
"[35.41971964, -81.53340428]"
"[40.7779, -73.9675]"
"[35.41971964, -81.53340428]"
"[40.75839, -73.98644]"
"[31.76471634, -106.44156222]"
"[28.56147, -81.3643051]"
"[29.74445, -95.364597]"
"[34.0522, -118.243]"
"[30.2669624, -97.7728593]"
"[40.7060509, -73.9236908]"
"[38.8991, -77.029]"
"[40.71967, -74.00402]"
"[40.7142, -74.0064]"
"[45.0005, -123.022]"
"[33.501896, -111.921471]"
"[33.47789, -86.79243]"
"[47.04306525, -122.83655763]"
"[39.8, -89.64]"
"[40.73146, -73.22901]"
"[38.85098, -76.06067]"
"[33.4887563, -112.3450102]"
"[31.6295187, -91.8260006]"
"[34.063209, -118.43643]"
"[44.9281049, -74.891865]"
"[30.6569, -96.3377]"
"[27.7546767, -82.6625113]"
"[40.752278, -74.002042]"
"[38.89816034, -77.02109447]"
"[42.06814826, -87.89548069]"
"[41.523, -81.4359]"
"[43.7166, -79.3407]"
"[30.3269629, -97.6764418]"
"[37.79323, -122.41448]"
"[38.61573077, -122.82973697]"
"[34.1, -117.44]"
"[40.15643708, -83.11806224]"
"[37.2198603, -80.41837759]"
"[41.50647, -81.68574]"
"[44.94634379, -93.09498071]"
"[34.8703, -92.1152]"
"[37.775, -122.418]"
"[37.41855524, -77.71936655]"
"[27.96081, -82.44235]"
"[45.5348, -122.64998]"
"[42.020714, -71.008953]"
"[43.0522, -87.9559]"
"[37.76199172, -122.43496925]"
"[41.096485, -73.9729162]"
"[40.6849626, -80.1071379]"
"[36.1061525, -115.1744604]"
"[25.65607415, -100.29574591]"
"[35.91083333, -100.38388889]"
"[39.037591, -84.636566]"
"[39.1861, -76.8253]"
"[32.78831, -79.9368]"
"[33.4886981, -112.345008]"
"[36.17042683, -115.1436895]"
"[43.695, -79.414]"
"[47.61232573, -122.33627737]"
"[45.29, -75.78]"
"[35.159963, -111.644]"
"[33.6259994, -84.3553232]"
"[40.26647, -82.92718]"
"[40.7142, -74.0064]"
"[30.253875, -97.763776]"
"[41.78761538, -71.39114941]"
"[36.1061525, -115.1744604]"
"[45.4167, -75.7]"
"[26.158469, -80.3255512]"
"[40.7142, -74.0064]"
"[39.1901, -96.5868]"
"[35.20710754, -97.44426489]"
"[35.5778, -82.5839]"
"[37.5799, -122.346]"
"[40.84684685, -73.90988236]"
"[40.721118, -73.847828]"
"[38.9004896, -77.02542377]"
"[41.6466, -88.4468]"
"[44.98, -93.2636]"
"[43.8290787, -79.3537216]"
"[33.50466338, -86.80581533]"
"[36.8345, -76.0872]"
"[40.69807, -73.792]"
"[43.7166, -79.3407]"
"[45.52, -122.682]"
"[42.8802, -78.8892]"
"[41.79369, -88.00829]"
"[25.6714, -100.309]"
"[33.35, -111.789]"
"[45.58300831, -122.5751083]"
"[33.469668, -112.075613]"
"[34.0522, -118.243]"
"[38.8949, -77.0363]"
"[32.7574, -97.3332]"
"[44.80132971, -68.79702605]"
"[33.8663, -118.4]"
"[34.0401304, -118.2342685]"
"[31.04850696, -81.41096141]"
"[39.08361111, -77.14833333]"
"[28.46728285, -81.29260634]"
"[41.23555556, -80.75805556]"
"[37.54808495, -122.0474902]"
"[35.9325199, -84.0146]"
"[41.8781136, -87.6297982]"
"[36.20616863, -86.69517733]"
"[29.89, -97.93]"
"[35.1104, -85.2971]"
"[36.165, -86.78388889]"
"[42.0512526, -87.6733378]"
"[33.65096, -84.44984]"
"[33.658029, -85.8299346]"
"[32.7189926, -102.6449101]"
"[37.6878, -77.5754]"
"[33.7982785, -84.41035031]"
"[28.50876, -81.41885]"
"[34.0402214, -118.2545227]"
"[42.0296, -87.9677]"
"[27.39199267, -82.44125175]"
"[42.00994043, -87.76452264]"
"[38.58913038, -90.28008577]"
"[34.04126, -117.92324]"
"[39.18916107, -76.84106324]"
"[37.9026, -122.645]"
"[35.8188, -78.6446]"
"[33.80164, -84.40721]"
"[32.78358222, -117.0669806]"
"[28.5335, -81.3758]"
"[40.6516964, -111.9936209]"
"[36.123163, -86.62987009]"
"[39.93, -75.17]"
"[33.8583483, -118.0647871]"
"[41.971614, -87.70256]"
"[41.23555556, -80.75805556]"
"[43.6731, -79.3861]"
"[33.9, -118.35]"
"[33.83335793, -118.34716961]"
"[45.492327, -122.556387]"
"[32.822834, -117.0353317]"
"[45.562671, -122.676989]"
"[32.822834, -117.0353317]"
"[38.8053322, -122.8255005]"
"[38.8053322, -122.8255005]"
"[43.6881561, -79.3018044]"
"[40.82794, -73.89448]"
"[40.6826099, -73.96336]"
"[43.7432338, -79.5819909]"
"[44.5439, -73.1483]"
"[43.7342323, -79.2370826]"
"[36.8345, -76.0872]"
"[29.54628425, -98.52345479]"
"[39.96406391, -75.14068257]"
"[42.1764102, -88.4000227]"
"[40.74900325, -73.98559478]"
"[41.89394107, -84.04321405]"
"[27.8657039, -82.63170466]"
"[33.5831449, -84.3159599]"
"[41.9186212, -87.6360064]"
"[34.0477278, -118.32412]"
"[28.54104, -81.37924]"
"[40.03221745, -75.08834462]"
"[28.5620478, -81.3730642]"
"[40.94364, -73.83929]"
"[47.3827, -122.227]"
"[35.2743, -120.663]"
"[39.18913121, -76.84097522]"
"[41.8369, -87.6844]"
"[34.0649299, -117.19656]"
"[25.77813, -80.13143]"
"[41.8196039, -71.3984592]"
"[41.8812, -73.8052]"
"[38.9401, -94.6807]"
"[41.01133, -74.17318]"
"[25.66967133, -100.39846616]"
"[38.9401, -94.6807]"
"[25.0360417, -111.6574314]"
"[26.08161, -80.12107]"
"[41.7732, -71.4533]"
"[33.809466, -117.918916]"
"[34.7828508, -98.28823721]"
"[40.15643708, -83.11806224]"
"[34.0522, -118.243]"
"[34.1675186, -118.3755569]"
"[42.3831591, -87.9542436]"
"[25.6667, -100.3]"
"[39.41427844, -76.83603987]"
"[42.2911, -71.125]"
"[33.0, -83.5]"
"[39.18913121, -76.84097522]"
"[27.9825333, -81.9588432]"
"[42.718011, -87.869582]"
"[33.4255104, -111.9400054]"
"[40.723056, -74.000833]"
"[34.08342581, -118.32447418]"
"[32.91211374, -96.44505451]"
"[44.9907142, -93.2515158]"
"[37.61766661, -122.38589387]"
"[39.9959899, -82.99639759]"
"[39.38446811, -74.42803518]"
"[28.41720882, -81.58115179]"
"[44.04574057, -123.08927536]"
"[40.68333333, -73.94111111]"
"[34.8443, -82.3854]"
"[35.9291, -86.8574]"
"[34.04345447, -118.26691043]"
"[33.9898499, -118.46322]"
"[34.1383, -116.072]"
"[33.51965188, -117.08945905]"
"[42.6106, -71.2347]"
"[41.5042, -73.9656]"
"[32.75088333, -117.25170278]"
"[38.44013522, -122.71452441]"
"[37.7804519, -122.41543348]"
"[38.77373258, -90.51658734]"
"[35.79282, -78.63313]"
"[25.95762, -80.23856]"
"[29.737387, -95.388398]"
"[39.5454999, -107.32662]"
"[42.12441, -80.10496]"
"[35.5546, -82.58189]"
"[43.59820347, -79.75963351]"
"[41.5097, -81.5633]"
"[40.0068, -75.1429]"
"[40.0, -74.5]"
"[47.7019535, -122.3255216]"
"[40.7142, -74.0064]"
"[25.57348206, -103.41648996]"
"[43.6333219, -88.7295519]"
"[47.610377, -122.2006786]"
"[36.8345, -76.0872]"
"[36.1061525, -115.1744604]"
"[43.63185051, -79.39602361]"
"[34.84335346, -82.40170842]"
"[29.5981356, -95.6243388]"
"[33.50964, -86.79517]"
"[28.3756625, -81.5494125]"
"[38.44326978, -122.68698905]"
"[32.6591, -96.8784]"
"[32.83371, -117.119]"
"[34.17517663, -118.42029503]"
"[45.4, -75.85]"
"[40.6997, -73.8317]"
"[25.71, -80.41]"
"[41.8811951, -87.6744087]"
"[39.0145573, -74.8815594]"
"[36.1061525, -115.1744604]"
"[40.86197, -73.9252]"
"[39.85174728, -75.06922221]"
"[27.9658533, -82.8001026]"
"[35.625556, -78.328611]"
"[37.8784, -122.183]"
"[33.82107669, -116.5466339]"
"[29.7629, -95.3832]"
"[32.710082, -96.7972]"
"[44.9537029, -93.0899578]"
"[32.55833552, -84.94434178]"
"[33.90152662, -83.3834886]"
"[33.73347498, -84.22812184]"
"[38.88837, -122.23803]"
"[39.2864787, -80.2561981]"
"[34.0402214, -118.2545227]"
"[36.12083333, -115.17222222]"
"[38.8951, -77.0367]"
"[43.65403, -70.26342]"
"[43.325, -79.8]"
"[42.874919, -82.158955]"
"[39.31297126, -76.61929184]"
"[33.4887346, -112.3450181]"
"[25.7877, -80.2241]"
"[42.34725351, -71.08190517]"
"[38.89816034, -77.02109447]"
"[40.7142, -74.0064]"
"[34.02892417, -84.62721895]"
"[40.1838, -74.4819]"
"[36.16513497, -95.76481073]"
"[40.0, -74.5]"
"[39.2654, -74.5938]"
"[37.18763, -113.00111]"
"[34.1574851, -118.4146057]"
"[42.25153683, -83.68134529]"
"[41.87321733, -87.62448969]"
"[38.669737, -121.153485]"
"[37.6878, -77.5754]"
"[39.85174728, -75.06922221]"
"[47.6116, -122.335]"
"[33.64074537, -84.43937022]"
"[29.75154405, -95.36194528]"
"[34.717987, -92.35620978]"
"[37.81166667, -122.24583333]"
"[36.165, -86.78388889]"
"[41.11610301, -74.15361978]"
"[40.7998735, -73.518038]"
"[37.69229362, -121.75248384]"
"[40.82698178, -73.92100957]"
"[39.93687831, -75.16696572]"
"[44.98, -93.2636]"
"[34.2166, -92.0231]"
"[37.07731, -94.51286]"
"[40.4733, -111.944]"
"[40.756215, -73.987705]"
"[45.4716679, -122.7885614]"
"[40.71156452, -74.01124562]"
"[39.76810069, -74.89423798]"
"[34.50248, -82.65044]"
"[32.525, -117.033]"
"[25.78973351, -80.26927912]"
"[41.687561, -73.1797379]"
"[36.8345, -76.0872]"
"[33.809466, -117.918916]"
"[37.44476, -122.1618]"
"[41.85396326, -87.62694248]"
"[30.2139, -92.0294]"
"[40.69003, -73.992]"
"[25.78909375, -80.14011887]"
"[29.7604267, -95.3698028]"
"[44.98, -93.2636]"
"[27.2986551, -82.4944619]"
"[45.5145399, -73.57178]"
"[41.6046, -73.1291]"
"[33.74766993, -117.86693623]"
"[34.7460844, -92.2843257]"
"[39.999, -76.852]"
"[29.57567173, -95.53218678]"
"[33.7759, -118.145]"
"[40.753769, -73.99043212]"
"[29.7926, -95.8224]"
"[40.7435, -74.0336]"
"[34.7464809, -92.2895948]"
"[42.1250929, -72.749538]"
"[42.36837, -83.3527097]"
"[44.1660764, -92.5349056]"
"[39.7392358, -104.990251]"
"[28.40440678, -81.57966543]"
"[33.7489, -84.3881]"
"[34.0828, -117.972]"
"[40.76805556, -73.98194444]"
"[41.8369, -87.6844]"
"[42.3182475, -88.2793253]"
"[29.956312, -90.062714]"
"[32.69292, -117.1217]"
"[36.00089805, -78.93944884]"
"[33.2405, -111.643]"
"[33.7489, -84.3881]"
"[45.584036, -122.728296]"
"[28.5335, -81.3758]"
"[35.22694444, -80.84333333]"
"[32.46987, -93.83079]"
"[38.5142038, -90.44236064]"
"[45.507239, -122.535092]"
"[45.585853, -122.738148]"
"[43.7166, -79.3407]"
"[32.823, -117.035]"
"[45.526317, -122.565105]"
"[32.96571463, -117.03473946]"
"[45.562394, -122.570327]"
"[32.823, -117.035]"
"[45.522558, -122.555496]"
"[30.4581, -91.1402]"
"[36.0586496, -115.2933835]"
"[34.0522, -118.243]"
"[28.461, -81.31375]"
"[37.41725161, -122.02543139]"
"[39.24222222, -121.05444444]"
"[30.2625, -97.7401]"
"[40.76312, -73.98445]"
"[40.76312, -73.98445]"
"[37.47361111, -84.51194444]"
"[33.99585138, -118.14771973]"
"[34.0084, -118.495]"
"[34.4258, -119.714]"
"[25.79661, -80.19797]"
"[33.902836, -84.441502]"
"[34.010788, -118.350933]"
"[40.8796, -111.872]"
"[34.04126, -117.92324]"
"[47.61536759, -122.34809733]"
"[41.87321733, -87.62448969]"
"[39.4123, -76.7931]"
"[38.63349462, -90.18464634]"
"[43.0496959, -88.0080593]"
"[47.5, -120.5]"
"[33.79446952, -117.92750978]"
"[37.189396, -121.705327]"
"[32.893451, -97.2619317]"
"[40.7142, -74.0064]"
"[35.00203866, -81.97022711]"
"[33.7407, -117.881]"
"[34.05, -118.25]"
"[42.24898453, -83.64841305]"
"[36.8345, -76.0872]"
"[37.775, -122.418]"
"[34.094475, -118.374352]"
"[30.28167, -81.51439]"
"[35.1399749, -90.0533064]"
"[29.7629, -95.3832]"
"[38.5317, -121.284]"
"[37.3167177, -79.9623534]"
"[43.70622, -79.36096]"
"[43.71444444, -96.50194444]"
"[41.8842087, -87.6195526]"
"[34.15694444, -118.325]"
"[45.56, -73.66]"
"[40.60032309, -74.14292722]"
"[41.8811951, -87.6744087]"
"[34.072462, -118.358099]"
"[25.7726578, -80.1998659]"
"[37.48241138, -122.1499644]"
"[29.7629, -95.3832]"
"[29.75390978, -95.36411423]"
"[33.884272, -118.411837]"
"[37.7749295, -122.4194155]"
"[34.4044113, -118.5706019]"
"[40.76147952, -73.977177]"
"[40.61058958, -111.98426823]"
"[33.75706325, -84.3712629]"
"[40.86221, -73.91136]"
"[34.0630112, -117.7168045]"
"[37.48012404, -122.15126219]"
"[28.23992, -82.44468]"
"[41.97809, -91.72895]"
"[37.5497, -121.9621]"
"[29.44309061, -98.48017562]"
"[38.593445, -90.32665014]"
"[40.75873044, -73.97910186]"
"[33.8463, -118.31]"
"[35.15169159, -90.05082447]"
"[40.72994, -74.17468]"
"[41.8369, -87.6844]"
"[25.58194232, -103.37605771]"
"[29.60539, -95.63263]"
"[34.0522342, -118.2436849]"
"[37.483141, -122.150472]"
"[36.10299684, -115.20167746]"
"[42.6678914, -83.1327332]"
"[33.51815951, -84.53052907]"
"[38.25697052, -85.75393124]"
"[40.99620407, -75.17270848]"
"[40.3574049, -74.61236805]"
"[34.18400685, -118.39704411]"
"[36.0198, -80.3824]"
"[25.53540524, -103.42569413]"
"[43.0332, -89.40964]"
"[34.72249982, -92.33435802]"
"[36.09257603, -115.17573181]"
"[25.95762, -80.23856]"
"[30.378841, -91.139151]"
"[40.7535, -73.9888]"
"[47.75506992, -122.8934344]"
"[34.581, -86.9834]"
"[25.763645, -80.278789]"
"[32.7833, -96.8]"
"[35.8188, -78.6446]"
"[41.57634239, -71.76671823]"
"[42.358424, -71.063701]"
"[33.4743333, -116.5511667]"
"[33.4743333, -116.5511667]"
"[37.823, -122.002]"
"[41.8885723, -87.6291606]"
"[43.8268844, -79.2759011]"
"[33.58993541, -101.89206415]"
"[27.8005828, -97.396381]"
"[38.92192, -77.04273]"
"[34.04126, -117.92324]"
"[32.7833, -96.8]"
"[29.542, -95.6656]"
"[38.40442, -122.36476]"
"[33.9794, -118.453]"
"[27.95, -82.46]"
"[39.0939, -84.2739]"
"[32.77010372, -117.25201807]"
"[37.55727963, -122.27546279]"
"[45.51713, -122.68152]"
"[36.165, -86.78388889]"
"[30.51939, -97.68987]"
"[33.337372, -111.967524]"
"[42.12441, -80.10496]"
"[41.2229, -81.31899]"
"[47.6036282, -122.3352253]"
"[37.6878, -77.5754]"
"[37.7880601, -122.4000959]"
"[40.74629, -73.91788]"
"[40.5575986, -74.2846022]"
"[38.8951, -77.0367]"
"[37.3382082, -121.8863286]"
"[43.0753, -73.7824]"
"[35.14675, -90.03676]"
"[44.0478499, -123.09524]"
"[40.1538, -75.2202]"
"[32.68145377, -97.35207728]"
"[32.84, -117.27]"
"[44.06082278, -79.45475578]"
"[40.75873044, -73.97910186]"
"[33.80780328, -117.87647909]"
"[29.1788639, -82.1369452]"
"[30.62811177, -96.33519726]"
"[33.50964, -86.79517]"
"[26.18996, -80.09522]"
"[37.3382082, -121.8863286]"
"[36.165, -86.78388889]"
"[30.246309, -97.76087]"
"[38.87, -76.98]"
"[41.4878982, -71.52411437]"
"[35.72136, -79.17845]"
"[32.705, -97.1228]"
"[34.15694444, -118.325]"
"[41.41477609, -81.64460515]"
"[32.96179, -96.8291685]"
"[32.5251516, -93.7501789]"
"[32.68145377, -97.35207728]"
"[25.7978601, -80.2028751]"
"[37.42880884, -88.34097566]"
"[37.53696, -77.4339]"
"[39.08361111, -77.14833333]"
"[25.76166667, -80.14416667]"
"[39.76050791, -86.1459375]"
"[40.6866666, -73.9613883]"
"[33.209621, -87.54630699]"
"[37.77606755, -122.41852598]"
"[35.77089671, -78.63718667]"
"[41.9153875, -87.6849335]"
"[43.7166, -79.3407]"
"[34.13767425, -118.35439145]"
"[40.70194, -73.92173]"
"[45.0724642, -93.4557877]"
"[40.8134774, -124.1460963]"
"[32.7833, -96.8]"
"[43.5801733, -80.2867971]"
"[45.56, -73.66]"
"[33.81440231, -117.91796795]"
"[29.7777749, -95.8386323]"
"[39.9511, -86.0023]"
"[36.0106899, -115.13436]"
"[41.2608203, -96.1850587]"
"[29.2073, -81.0379]"
"[37.781157, -122.39872]"
"[35.22694444, -80.84333333]"
"[40.2102, -74.0184699]"
"[39.95231, -75.17442]"
"[37.5407246, -77.4360481]"
"[33.7020998, -116.3927518]"
"[34.286667, -111.656944]"
"[34.0221, -118.481]"
"[37.775, -122.418]"
"[38.8951, -77.0367]"
"[42.6839, -89.0473]"
"[38.8951, -77.0367]"
